query_id,rule_name,original_sql,rewritten_sql,changed,is_equivalent,execution_time_original,execution_time_rewritten,cost_original,cost_rewritten,improvement_percent,cost_reduction_percent,optimizer_reasoning,note
q1,ast_limit_pushdown,"SELECT * FROM (SELECT o_orderkey, o_custkey, o_orderstatus FROM orders) AS sub WHERE o_orderstatus = 'O';","SELECT * FROM (SELECT o_orderkey, o_custkey, o_orderstatus FROM orders) AS sub WHERE o_orderstatus = 'O';",False,False,243.563,,44845.0,,,,,no change
q2,old_predicate_pushdown,"SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;","SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;",False,False,563.886,,151446.22,,,,,no change
q2,old_projection_pruning,"SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;","SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;",False,False,563.886,,151446.22,,,,,no change
q2,old_subquery_unnesting,"SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;","SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;",False,False,563.886,,151446.22,,,,,no change
q2,ast_predicate_pushdown,"SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;","SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000",True,True,563.886,498.072,151446.22,151446.22,11.67,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q2,ast_projection_pruning,"SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;","SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000",True,True,563.886,523.793,151446.22,151446.22,7.11,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q2,ast_subquery_unnesting,"SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;","SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000",True,True,563.886,499.386,151446.22,151446.22,11.44,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q2,ast_join_reordering,"SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;","SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000",True,True,563.886,499.449,151446.22,151446.22,11.43,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q2,ast_aggregation_pushdown,"SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;","SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000",True,True,563.886,496.762,151446.22,151446.22,11.9,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q2,ast_redundant_join_elimination,"SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;","SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000",True,True,563.886,493.897,151446.22,151446.22,12.41,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q2,ast_filter_into_join,"SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;","SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000",True,True,563.886,525.74,151446.22,151446.22,6.76,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q2,ast_limit_pushdown,"SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;","SELECT l_orderkey FROM (SELECT l_orderkey, l_extendedprice, l_discount FROM lineitem) AS sub WHERE l_discount > 0.05 AND l_extendedprice < 1000;",False,False,563.886,,151446.22,,,,,no change
q3,old_predicate_pushdown,"SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;","SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;",False,False,122.383,,5085.0,,,,,no change
q3,old_projection_pruning,"SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;","SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;",False,False,122.383,,5085.0,,,,,no change
q3,old_subquery_unnesting,"SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;","SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;",False,False,122.383,,5085.0,,,,,no change
q3,ast_predicate_pushdown,"SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;","SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub",True,True,122.383,13.665,5085.0,5085.0,88.83,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q3,ast_projection_pruning,"SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;","SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub",True,True,122.383,13.19,5085.0,5085.0,89.22,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q3,ast_subquery_unnesting,"SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;","SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub",True,True,122.383,11.448,5085.0,5085.0,90.65,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q3,ast_join_reordering,"SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;","SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub",True,True,122.383,12.882,5085.0,5085.0,89.47,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q3,ast_aggregation_pushdown,"SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;","SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub",True,True,122.383,12.862,5085.0,5085.0,89.49,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q3,ast_redundant_join_elimination,"SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;","SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub",True,True,122.383,14.073,5085.0,5085.0,88.5,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q3,ast_filter_into_join,"SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;","SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub",True,True,122.383,11.428,5085.0,5085.0,90.66,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q3,ast_limit_pushdown,"SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;","SELECT c_custkey, c_name FROM (SELECT c_custkey, c_name, c_address, c_phone, c_acctbal FROM customer) AS sub;",False,False,122.383,,5085.0,,,,,no change
q4,old_predicate_pushdown,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,False,False,102.969,,6097.0,,,,,no change
q4,old_projection_pruning,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,"/* WARNING: SELECT * encountered; cannot safely prune projections without schema */
SELECT p_partkey FROM (SELECT * FROM part) AS sub;",True,True,102.969,22.827,6097.0,6097.0,77.83,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q4,old_subquery_unnesting,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,False,False,102.969,,6097.0,,,,,no change
q4,ast_predicate_pushdown,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,SELECT p_partkey FROM (SELECT * FROM part) AS sub,True,True,102.969,19.811,6097.0,6097.0,80.76,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q4,ast_projection_pruning,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,"/* WARNING: SELECT * encountered; schema required for full AST pruning */
SELECT p_partkey FROM (SELECT * FROM part) AS sub;",True,True,102.969,22.436,6097.0,6097.0,78.21,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q4,ast_subquery_unnesting,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,SELECT p_partkey FROM (SELECT * FROM part) AS sub,True,True,102.969,20.745,6097.0,6097.0,79.85,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q4,ast_join_reordering,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,SELECT p_partkey FROM (SELECT * FROM part) AS sub,True,True,102.969,20.7,6097.0,6097.0,79.9,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q4,ast_aggregation_pushdown,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,SELECT p_partkey FROM (SELECT * FROM part) AS sub,True,True,102.969,20.886,6097.0,6097.0,79.72,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q4,ast_redundant_join_elimination,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,SELECT p_partkey FROM (SELECT * FROM part) AS sub,True,True,102.969,18.954,6097.0,6097.0,81.59,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q4,ast_filter_into_join,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,SELECT p_partkey FROM (SELECT * FROM part) AS sub,True,True,102.969,21.968,6097.0,6097.0,78.67,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q4,ast_limit_pushdown,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,SELECT p_partkey FROM (SELECT * FROM part) AS sub;,False,False,102.969,,6097.0,,,,,no change
q5,old_predicate_pushdown,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,False,False,400.951,,62304.03,,,,,no change
q5,old_projection_pruning,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,"/* WARNING: SELECT * encountered; cannot safely prune projections without schema */
SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);",True,True,400.951,814.9,62304.03,62304.03,-103.24,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q5,old_subquery_unnesting,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,SELECT customer.* FROM customer JOIN orders ON customer.c_custkey = orders.o_custkey;,True,False,400.951,,62304.03,,,,,semantic mismatch
q5,ast_predicate_pushdown,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders),True,True,400.951,437.758,62304.03,62304.03,-9.18,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q5,ast_projection_pruning,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,"/* WARNING: SELECT * encountered; schema required for full AST pruning */
SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);",True,True,400.951,406.993,62304.03,62304.03,-1.51,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q5,ast_subquery_unnesting,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders),True,True,400.951,381.364,62304.03,62304.03,4.89,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q5,ast_join_reordering,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders),True,True,400.951,418.808,62304.03,62304.03,-4.45,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q5,ast_aggregation_pushdown,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders),True,True,400.951,439.336,62304.03,62304.03,-9.57,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q5,ast_redundant_join_elimination,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders),True,True,400.951,374.885,62304.03,62304.03,6.5,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q5,ast_filter_into_join,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders),True,True,400.951,437.035,62304.03,62304.03,-9.0,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q5,ast_limit_pushdown,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,SELECT * FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders);,False,False,400.951,,62304.03,,,,,no change
q6,old_predicate_pushdown,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,False,False,4.027,,473.32,,,,,no change
q6,old_projection_pruning,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,"/* WARNING: SELECT * encountered; cannot safely prune projections without schema */
SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);",True,True,4.027,2.101,473.32,473.32,47.83,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q6,old_subquery_unnesting,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,SELECT supplier.* FROM supplier JOIN nation ON supplier.s_nationkey = nation.n_nationkey;,True,True,4.027,2.382,473.32,473.32,40.85,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q6,ast_predicate_pushdown,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation),True,True,4.027,1.888,473.32,473.32,53.12,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q6,ast_projection_pruning,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,"/* WARNING: SELECT * encountered; schema required for full AST pruning */
SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);",True,True,4.027,2.183,473.32,473.32,45.79,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q6,ast_subquery_unnesting,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation),True,True,4.027,2.118,473.32,473.32,47.41,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q6,ast_join_reordering,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation),True,True,4.027,1.819,473.32,473.32,54.83,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q6,ast_aggregation_pushdown,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation),True,True,4.027,2.247,473.32,473.32,44.2,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q6,ast_redundant_join_elimination,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation),True,True,4.027,2.381,473.32,473.32,40.87,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q6,ast_filter_into_join,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation),True,True,4.027,2.223,473.32,473.32,44.8,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q6,ast_limit_pushdown,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,SELECT * FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation);,False,False,4.027,,473.32,,,,,no change
q7,old_predicate_pushdown,"SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';","SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';",False,False,453.348,,44845.0,,,,,no change
q7,old_projection_pruning,"SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';","SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';",False,False,453.348,,44845.0,,,,,no change
q7,old_subquery_unnesting,"SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';","SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';",False,False,453.348,,44845.0,,,,,no change
q7,ast_predicate_pushdown,"SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';","SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F'",True,True,453.348,456.84,44845.0,44845.0,-0.77,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q7,ast_projection_pruning,"SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';","SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F'",True,True,453.348,467.064,44845.0,44845.0,-3.03,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q7,ast_subquery_unnesting,"SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';","SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F'",True,True,453.348,486.348,44845.0,44845.0,-7.28,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q7,ast_join_reordering,"SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';","SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F'",True,True,453.348,421.262,44845.0,44845.0,7.08,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q7,ast_aggregation_pushdown,"SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';","SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F'",True,True,453.348,470.138,44845.0,44845.0,-3.7,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q7,ast_redundant_join_elimination,"SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';","SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F'",True,True,453.348,425.089,44845.0,44845.0,6.23,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q7,ast_filter_into_join,"SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';","SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F'",True,True,453.348,469.425,44845.0,44845.0,-3.55,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q7,ast_limit_pushdown,"SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';","SELECT o_orderdate FROM (SELECT o_orderkey, o_custkey, o_orderstatus, o_orderdate FROM orders) AS sub WHERE o_orderstatus = 'F';",False,False,453.348,,44845.0,,,,,no change
q8,old_predicate_pushdown,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,False,False,0.057,,24.29,,,,,no change
q8,old_projection_pruning,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,"/* WARNING: SELECT * encountered; cannot safely prune projections without schema */
SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');",True,True,0.057,0.024,24.29,24.29,57.89,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
